,formatted_readme,summary,prompt_text,generated_summary
677,"// TO DO: these annotations only work with XYPlot, see if it is possible to // make ContourPlot a subclass of XYPlot (DG);",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TO DO: these annotations only work with XYPlot, see if it is possible to // make ContourPlot a subclass of XYPlot (DG);

### Response:",DESIGN.
678,// For backward compatibility everything is above and right // TODO: Do in polar domain?,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// For backward compatibility everything is above and right // TODO: Do in polar domain?

### Response:",DESIGN.
679,// FIXME -- This will most likely not work. // You want the element removed if the contents are the same // Not just if the element reference is the same.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME -- This will most likely not work. // You want the element removed if the contents are the same // Not just if the element reference is the same.

### Response:",DEFECT.
680,// TODO: We need a specific exception type here.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: We need a specific exception type here.

### Response:",DESIGN.
681,"// SSS FIXME: Maybe this is not really a concern after all ... // Nesting level of this scope in the lexical nesting of scopes in the current file -- this is not to be confused // with semantic nesting of scopes across files. // // Consider this code in a file f // class M1::M2::M3::C // ... // end // // So, C is at lexical nesting level of 1 (the file script is at 0) in the file 'f' // Semantically it is at level 3 (M1, M2, M3 are at 0,1,2). // // This is primarily used to ensure that variable names don't clash! // i.e. definition of %v_1 in a closure shouldn't override the use of %v_1 from the parent scope! // private int _lexicalNestingLevel;",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// SSS FIXME: Maybe this is not really a concern after all ... // Nesting level of this scope in the lexical nesting of scopes in the current file -- this is not to be confused // with semantic nesting of scopes across files. // // Consider this code in a file f // class M1::M2::M3::C // ... // end // // So, C is at lexical nesting level of 1 (the file script is at 0) in the file 'f' // Semantically it is at level 3 (M1, M2, M3 are at 0,1,2). // // This is primarily used to ensure that variable names don't clash! // i.e. definition of %v_1 in a closure shouldn't override the use of %v_1 from the parent scope! // private int _lexicalNestingLevel;

### Response:",DESIGN.
682,//TODO: What can we do with other kind of actions?,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: What can we do with other kind of actions?

### Response:",DESIGN. I'm not sure what other kind of actions there could be.
683,"// The following is specifically for Realizations // TODO: correction in GEF, it should use InterfaceRealization, not Abstraction",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// The following is specifically for Realizations // TODO: correction in GEF, it should use InterfaceRealization, not Abstraction

### Response:",DESIGN.
684,"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?",DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?

### Response:",DESIGN.
685,// TODO: Moved this out of the implementation-specific piece - tfm // everything is primary for now (ie not reverse engineered),DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Moved this out of the implementation-specific piece - tfm // everything is primary for now (ie not reverse engineered)

### Response:",DESIGN.
686,// TODO: Hook this creating of a new resource in to someplace more // more appropriate (perhaps createModel() ?) // Better yet add a new method to Model API to create a new top level // project/model/xmi file so we don't depend on side effects,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Hook this creating of a new resource in to someplace more // more appropriate (perhaps createModel() ?) // Better yet add a new method to Model API to create a new top level // project/model/xmi file so we don't depend on side effects

### Response:",DESIGN.
687,// TODO: We have some quirk that the a baseClass addition or // removal from a steroetype comes back as an AttributeChangeEvent // rather than an AssociationChangeEvent. This needs further // investigation to see if this can be made consistent.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: We have some quirk that the a baseClass addition or // removal from a steroetype comes back as an AttributeChangeEvent // rather than an AssociationChangeEvent. This needs further // investigation to see if this can be made consistent.

### Response:",DESIGN.
688,// TODO - should check that error has been logged...,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO - should check that error has been logged...

### Response:",IMPLEMENTATION.
689,// NOTE VERY HACKISH WORKAROUND!! // TODO: Fix this so it will work for non-POJO entity mode,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// NOTE VERY HACKISH WORKAROUND!! // TODO: Fix this so it will work for non-POJO entity mode

### Response:",DESIGN. Hackish workaround.
690,// TODO - improve this check,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO - improve this check

### Response:",DESIGN. Improve the check.
691,// TODO: find a way to avoid the cost of creating a String here -- // probably a new PatternMatcherInput working on a byte[] would do // better.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: find a way to avoid the cost of creating a String here -- // probably a new PatternMatcherInput working on a byte[] would do // better.

### Response:",DESIGN.
692,// TODO: rescan code range ?,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: rescan code range ?

### Response:",DESIGN.
693,/* Work around some UTC and Daylight saving offsets */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* Work around some UTC and Daylight saving offsets */

### Response:",DESIGN.
694,// defer argument checking...,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// defer argument checking...

### Response:",DESIGN.
695,"//TODO: assertion only, could be optimized away",IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: assertion only, could be optimized away

### Response:",DESIGN.
696,/* TODO: This try-catch will be needed * once the code below is improved. */,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* TODO: This try-catch will be needed * once the code below is improved. */

### Response:",DESIGN. Improve the code below.
697,"// TODO: callback for value would be more efficient, but unlikely to be a big cost (constants are rarely assigned)",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: callback for value would be more efficient, but unlikely to be a big cost (constants are rarely assigned)

### Response:",DESIGN.
698,// TODO: what shall we do with the exception?,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: what shall we do with the exception?

### Response:",IMPLEMENTATION.
699,// TODO: check for ascii string,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: check for ascii string

### Response:",IMPLEMENTATION.
700,"// TODO: Need to enhance the index dialog to allow specifying storage option. For now just accept the // default for the index access method. // valuesMap.put(""indexType"", ""USING BTREE"");",IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Need to enhance the index dialog to allow specifying storage option. For now just accept the // default for the index access method. // valuesMap.put(""indexType"", ""USING BTREE"");

### Response:",IMPLEMENTATION.
701,// TODO: This should be built by reflection from the metamodel - tfm // Update for UML 2.x metamodel if not replaced by reflection,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This should be built by reflection from the metamodel - tfm // Update for UML 2.x metamodel if not replaced by reflection

### Response:",DESIGN. IMPLEMENTATION.
702,//TO DO : delete the file if it is not a valid file.,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TO DO : delete the file if it is not a valid file.

### Response:",DESIGN.
703,"// FIXME ( fdietz): Do we need this implementation in a TempFolder? // If not, just put an empty method here, just like in VirtualFolder.",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME ( fdietz): Do we need this implementation in a TempFolder? // If not, just put an empty method here, just like in VirtualFolder.

### Response:",DESIGN.
704,"// RDMS does not directly support the trim() function, we use rtrim() and ltrim()",DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// RDMS does not directly support the trim() function, we use rtrim() and ltrim()

### Response:",DESIGN. Implementing trim() using rtrim() and ltrim().
705,"/* TODO: Some parts of ArgoUML have preliminary support for multiple * details panels, but we currently only support * the default South (bottom) panel */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* TODO: Some parts of ArgoUML have preliminary support for multiple * details panels, but we currently only support * the default South (bottom) panel */

### Response:",DESIGN. IMPLEMENTATION. DEFECT.
706,/* * TODO: Delete this class - unused */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* * TODO: Delete this class - unused */

### Response:",DESIGN. Delete this class - unused.
707,// how to handle empty target lists? // probably the wizstep should only show an empty pane in that case,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// how to handle empty target lists? // probably the wizstep should only show an empty pane in that case

### Response:",DESIGN.
708,// TODO: not complete,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: not complete

### Response:",DESIGN.
709,// TODO: Once we have fixed all subclasses the title will // always be localized so this localization can be removed.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Once we have fixed all subclasses the title will // always be localized so this localization can be removed.

### Response:",DESIGN.
710,"// while its broken to have a null // symlinkPath, some older plugins // might...",DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// while its broken to have a null // symlinkPath, some older plugins // might...

### Response:",DEFECT.
711,// TODO: don't require pop,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: don't require pop

### Response:",DEFECT.
712,// fucking GTK look and feel,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// fucking GTK look and feel

### Response:",DESIGN.
713,// Note: It would be nice to pre-calculate this per series,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Note: It would be nice to pre-calculate this per series

### Response:",DESIGN.
714,"// TODO: figure out how to get then name of the table that the trigger // is on. //""and tables.name = ? "" +",IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: figure out how to get then name of the table that the trigger // is on. //""and tables.name = ? "" +

### Response:",DESIGN.
715,"// FIXME: If NativeException is expected to be used from Ruby code, it should provide // a real allocator to be used. Otherwise Class.new will fail, as will marshalling. JRUBY-415",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME: If NativeException is expected to be used from Ruby code, it should provide // a real allocator to be used. Otherwise Class.new will fail, as will marshalling. JRUBY-415

### Response:",DESIGN.
716,//polymorphism comment above,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//polymorphism comment above

### Response:",DESIGN.
717,// TODO: must override in RubyModule to pick up constants,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: must override in RubyModule to pick up constants

### Response:",IMPLEMENTATION.
718,// TODO should level be more than debug ?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO should level be more than debug ?

### Response:",DESIGN.
719,// TODO this is not populated currently,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO this is not populated currently

### Response:",IMPLEMENTATION.
720,// note: at least my local MySQL 5.1 install shows this not working...,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// note: at least my local MySQL 5.1 install shows this not working...

### Response:",DEFECT.
721,// TODO: should define a CompoundCritic,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: should define a CompoundCritic

### Response:",DESIGN.
722,"// TODO: subclass these hibernate dialects to provide the ""canPasteTo"" // api method in HibernateDialect interface. //private static final DB2390Dialect db2390Dialect = new DB2390Dialect();",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: subclass these hibernate dialects to provide the ""canPasteTo"" // api method in HibernateDialect interface. //private static final DB2390Dialect db2390Dialect = new DB2390Dialect();

### Response:",DESIGN.
723,// TODO: rotate the image when drawn with horizontal orientation?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: rotate the image when drawn with horizontal orientation?

### Response:",DESIGN.
724,// not needed,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// not needed

### Response:",IMPLEMENTATION.
725,// MRI 1.8 behavior: this combination of flags is not allowed,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// MRI 1.8 behavior: this combination of flags is not allowed

### Response:","DESIGN. I don't like it, but it's the right thing to do."
726,"// There's not a compelling reason to keep JavaClass instances in a weak map // (any proxies created are [were] kept in a non-weak map, so in most cases they will // stick around anyway), and some good reasons not to (JavaClass creation is // expensive, for one; many lookups are performed when passing parameters to/from // methods; etc.). // TODO: faster custom concurrent map",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// There's not a compelling reason to keep JavaClass instances in a weak map // (any proxies created are [were] kept in a non-weak map, so in most cases they will // stick around anyway), and some good reasons not to (JavaClass creation is // expensive, for one; many lookups are performed when passing parameters to/from // methods; etc.). // TODO: faster custom concurrent map

### Response:",DESIGN.
727,// TODO : temporary initial step towards HHH-1907,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO : temporary initial step towards HHH-1907

### Response:",DESIGN.
728,// TODO: We need a factory pattern for GoXXX classes that can determine if they are required,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: We need a factory pattern for GoXXX classes that can determine if they are required

### Response:",DESIGN.
729,// TODO: Figure out how this can happen and possibly remove,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Figure out how this can happen and possibly remove

### Response:",DESIGN.
730,// Perhaps something like the following would work instead // Rectangle drawingArea = // Globals.curEditor().getJComponent().getVisibleRect();,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Perhaps something like the following would work instead // Rectangle drawingArea = // Globals.curEditor().getJComponent().getVisibleRect();

### Response:",DESIGN. Alternate method.
731,// TODO: create the child index ST,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: create the child index ST

### Response:",IMPLEMENTATION.
732,/* * TODO: Exact ordering is only required for some tests; change the * comparison to do a set compare where necessary. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* * TODO: Exact ordering is only required for some tests; change the * comparison to do a set compare where necessary. */

### Response:",TEST.
733,/* FIXME: We may be intern'ing more than once.*/,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* FIXME: We may be intern'ing more than once.*/

### Response:",DEFECT.
734,"// dump the trace and continue // this is currently only here for Android, which seems to have // bugs in its enumeration logic // ",DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// dump the trace and continue // this is currently only here for Android, which seems to have // bugs in its enumeration logic //

### Response:",DESIGN.
735,// TODO: UML2 - what do we do here?,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: UML2 - what do we do here?

### Response:",IMPLEMENTATION.
736,// a redraw should NOT trigger another change event,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// a redraw should NOT trigger another change event

### Response:",DESIGN.
737,// Jun 9 2004 12:40 PM // waitFor() hangs on some Java // implementations.,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Jun 9 2004 12:40 PM // waitFor() hangs on some Java // implementations.

### Response:",DEFECT.
738,// todo : temporary // needed because currently persister is the one that // creates and renders the join fragments for inheritence // hierarchies...,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// todo : temporary // needed because currently persister is the one that // creates and renders the join fragments for inheritence // hierarchies...

### Response:",DESIGN.
739,// TODO: We can probably use this instead of all of the above // legacy UML 1.3 code - tfm - 20070915,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: We can probably use this instead of all of the above // legacy UML 1.3 code - tfm - 20070915

### Response:",DESIGN.
740,//TODO: Should this be renamed to cLoc or something more appropriate than clock?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: Should this be renamed to cLoc or something more appropriate than clock?

### Response:",DESIGN.
741,/** * Get value from current scope or one of its captured scopes. * * FIXME: block variables are not getting primed to nil so we need to null check those * until we prime them properly. Also add assert back in. * * offset zero-indexed value that represents where variable lives * depth how many captured scopes down this variable should be set * the value here */,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Get value from current scope or one of its captured scopes. * * FIXME: block variables are not getting primed to nil so we need to null check those * until we prime them properly. Also add assert back in. * * offset zero-indexed value that represents where variable lives * depth how many captured scopes down this variable should be set * the value here */

### Response:",DEFECT.
742,"/* this should just bring back one table, i hope. */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* this should just bring back one table, i hope. */

### Response:","DESIGN. I'm not sure if this is the best way to do it, but it works."
743,// SSS FIXME: Where does this go? // m.setLinePosition(arrayNode.getPosition());,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// SSS FIXME: Where does this go? // m.setLinePosition(arrayNode.getPosition());

### Response:",DESIGN.
744,"// again, shouldn't happen. TODO: might want to throw exception instead.",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// again, shouldn't happen. TODO: might want to throw exception instead.

### Response:",DESIGN.
745,"// TODO ? if this class listen the model, it will be able to // change in live as it is done in the figs (diagram)",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO ? if this class listen the model, it will be able to // change in live as it is done in the figs (diagram)

### Response:",DESIGN.
746,// TODO: We need to rethrow this as some other exception // type but that is too much change for the moment.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: We need to rethrow this as some other exception // type but that is too much change for the moment.

### Response:",DESIGN.
747,/** * ToDoItems that the designer has explicitly indicated that (s)he considers * resolved. * <p> * TODO: generalize into a design rationale logging facility. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * ToDoItems that the designer has explicitly indicated that (s)he considers * resolved. * <p> * TODO: generalize into a design rationale logging facility. */

### Response:",DESIGN.
748,// SSS FIXME: Incomplete!,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// SSS FIXME: Incomplete!

### Response:",DESIGN.
749,/** * Register an attribute declaration for later retrieval. * Format: * - String type * - String default value * - int value type * *TODO: do something with attribute types. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Register an attribute declaration for later retrieval. * Format: * - String type * - String default value * - int value type * *TODO: do something with attribute types. */

### Response:",IMPLEMENTATION.
750,// TODO: don't require pop,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: don't require pop

### Response:",DEFECT.
751,//TODO: create uk loaders for component properties,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: create uk loaders for component properties

### Response:",DESIGN.
752,"//TODO: arithmetic expressions, multiple new Foo(...)",IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: arithmetic expressions, multiple new Foo(...)

### Response:",IMPLEMENTATION.
753,// TODO - why lower case? OK to use the default Locale?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO - why lower case? OK to use the default Locale?

### Response:",DESIGN.
754,// TODO needs to be synch? Probably not changed after threads have started // JMeter Home directory (excludes trailing separator) // JMeter bin directory (excludes trailing separator),DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO needs to be synch? Probably not changed after threads have started // JMeter Home directory (excludes trailing separator) // JMeter bin directory (excludes trailing separator)

### Response:",DESIGN.
755,// FIXME: optimize for cases where we have no false branch,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME: optimize for cases where we have no false branch

### Response:",DESIGN.
756,// super calls from proxies must use reflected method // FIXME: possible to make handles do the superclass call?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// super calls from proxies must use reflected method // FIXME: possible to make handles do the superclass call?

### Response:",DESIGN.
757,"/** * An object tagged as being the owner of a FigEdgeNote. Has knowledge * about the source and destination of the FigEdgeNote. <p> * * The source and destination are ModelElements. * At least one of them is a Comment - but they may be both Comments. * * TODO: There's tons of special case code scattered around ArgoUML for this * one class since it is the only ""owner"" of a FigEdgeModelElement which is not * a UML element. We should find a way to generalize this.<p> * * TODO: Issue 3031 requires this class to be replaced by * a similar mechanism as the n-ary association class: * the node and the edges shall all have the same owner, * i.e. the UML Comment object. * * Jul 17, 2004 * jaap.branderhorst */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * An object tagged as being the owner of a FigEdgeNote. Has knowledge * about the source and destination of the FigEdgeNote. <p> * * The source and destination are ModelElements. * At least one of them is a Comment - but they may be both Comments. * * TODO: There's tons of special case code scattered around ArgoUML for this * one class since it is the only ""owner"" of a FigEdgeModelElement which is not * a UML element. We should find a way to generalize this.<p> * * TODO: Issue 3031 requires this class to be replaced by * a similar mechanism as the n-ary association class: * the node and the edges shall all have the same owner, * i.e. the UML Comment object. * * Jul 17, 2004 * jaap.branderhorst */

### Response:",DESIGN.
758,// TODO: full-precision remainder is 1000x slower than MRI!,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: full-precision remainder is 1000x slower than MRI!

### Response:",DEFECT.
759,//TODO: for some dialects it would be appropriate to add the renderOrderByPropertiesSelect() to other select strings,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: for some dialects it would be appropriate to add the renderOrderByPropertiesSelect() to other select strings

### Response:",DESIGN.
760,// TODO: WRONG - get interfaces from class,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: WRONG - get interfaces from class

### Response:",DEFECT.
