,formatted_readme,summary,prompt_text,generated_summary
8744,//{{{ getCachePath() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ getCachePath() method

### Response:",NO.
8745,//{{{ VFSFileChooserDialog constructor,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ VFSFileChooserDialog constructor

### Response:",NO.
8746,// Is the parser current within a singleton (value is number of nested singletons),NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Is the parser current within a singleton (value is number of nested singletons)

### Response:",NO. The value is always zero.
8747,/** * This keeps track of the editing domain that is used to track all changes * to the model. * <p> * TODO: This probably needs to be a set of EditingDomain so that we can * manage an EditingDomain per project. */,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/** * This keeps track of the editing domain that is used to track all changes * to the model. * <p> * TODO: This probably needs to be a set of EditingDomain so that we can * manage an EditingDomain per project. */

### Response:",YES.
8748,"// We don't want a package name beginning with dots, so we remove them",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// We don't want a package name beginning with dots, so we remove them

### Response:",NO.
8749,// deprecated option...,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// deprecated option...

### Response:",NO.
8750,// add a second dataset,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// add a second dataset

### Response:","NO. The second dataset should be added to the collection of // datasets in the renderer, not this collection."
8751,// empty implementation - not used.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// empty implementation - not used.

### Response:",NO.
8752,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8753,// i18n[sessionPropertiesSheet.close=Close],NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// i18n[sessionPropertiesSheet.close=Close]

### Response:",NO.
8754,// less than,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// less than

### Response:",NO.
8755,/* * org.argouml.ui.explorer.rules.PerspectiveRule getRuleName() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * org.argouml.ui.explorer.rules.PerspectiveRule getRuleName() */

### Response:",NO.
8756,// TODO: we should be given an Undo manager to use rather than looking // for a global one,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// TODO: we should be given an Undo manager to use rather than looking // for a global one

### Response:",YES.equals(UndoManager.get(getView().getDisplay()))
8757,//////////////////////////////////////////////////////////////// // instance variables,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//////////////////////////////////////////////////////////////// // instance variables

### Response:",NO.
8758,// generate the keypair for the host,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// generate the keypair for the host

### Response:",NO. Generate the keypair yourself.
8759,/* * org.tigris.gef.util.ChildGenerator gen(java.lang.Object) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * org.tigris.gef.util.ChildGenerator gen(java.lang.Object) */

### Response:",NO.
8760,"// We don't know what thread events will be delivered on, so make sure // we run Swing methods on the Swing thread",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// We don't know what thread events will be delivered on, so make sure // we run Swing methods on the Swing thread

### Response:",NO. Swing methods should be called on the Swing thread
8761,// saves / updates don't cascade to uninitialized collections,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// saves / updates don't cascade to uninitialized collections

### Response:",NO. // collections must be initialized before saving/updating
8762,// Write to the socket,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Write to the socket

### Response:","NO. The write will fail on sockets that are not yours, such as sockets // on a remote machine."
8763,// Get the parent vector first,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Get the parent vector first

### Response:",NO. // get the parent vector
8764,// $NON-NLS-1$ // $NON-NLS-2$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// $NON-NLS-1$ // $NON-NLS-2$

### Response:",NO. // $NON-NLS-1$
8765,// i18n[DiffExecutor.noDiffsMessage=No differences were detected],NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// i18n[DiffExecutor.noDiffsMessage=No differences were detected]

### Response:",NO.
8766,// header newline,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// header newline

### Response:",NO.header_newline
8767,// search across a few specific search criteria at once,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// search across a few specific search criteria at once

### Response:",NO. The search criteria must be specified individually.
8768,// for compatibility with older jEdit versions,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// for compatibility with older jEdit versions

### Response:",NO.
8769,// add button to execute external command // i18n[popupeditableIoPanel.execute34=Execute],NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// add button to execute external command // i18n[popupeditableIoPanel.execute34=Execute]

### Response:",NO.
8770,/* * (non-Javadoc) * * java.awt.event.ActionListener actionPerformed(java.awt.event.ActionEvent) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * (non-Javadoc) * * java.awt.event.ActionListener actionPerformed(java.awt.event.ActionEvent) */

### Response:",NO. Actions are already in the super class.
8771,/* EOL markers */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* EOL markers */

### Response:",NO. EOL markers are not part of the PlainTextDocument class.
8772,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8773,// Ignore if there is not substantial change. //,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Ignore if there is not substantial change. //

### Response:",NO.ignoreSubclassChanges()
8774,/* Marker highlight */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* Marker highlight */

### Response:",NO.
8775,// should normally be,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// should normally be

### Response:","NO. From the Javadoc: // The value is normally the element's text, but may be null if the element is // not recognized or if the text is empty."
8776,// '8' and '9' already handled,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// '8' and '9' already handled

### Response:",NO.
8777,// store the octets,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// store the octets

### Response:",NO. The store cannot be used in this manner.
8778,//{{{ menuCanceled() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ menuCanceled() method

### Response:",NO.
8779,//{{{ saveUserProps() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ saveUserProps() method

### Response:",NO.
8780,"// ""loaded"" means the reference that is consistent // with the current database state",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// ""loaded"" means the reference that is consistent // with the current database state

### Response:",NO. Loaded means the object is in the current session // and is consistent with the current database state.
8781,//{{{ getName() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ getName() method

### Response:",NO.
8782,// Don't do any of the other normally dynamic JETEmitter project processing. //,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Don't do any of the other normally dynamic JETEmitter project processing. //

### Response:",NO.
8783,"// col 1, line 2, *A",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// col 1, line 2, *A

### Response:","NO. The *A should be in col 2, line 2."
8784,// delete folder,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// delete folder

### Response:",NO. The folder is not deleted when the operation is cancelled.
8785,/* * Makes sure that the edges stick to the outline of the fig. * org.tigris.gef.presentation.Fig getGravityPoints() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * Makes sure that the edges stick to the outline of the fig. * org.tigris.gef.presentation.Fig getGravityPoints() */

### Response:",NO. The FigEdge uses the FigEdgePort as a guide to determine its * gravity points.
8786,"/* (non-Javadoc) * org.columba.mail.imap.IImapServer update(java.util.Observable, java.lang.Object) */",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* (non-Javadoc) * org.columba.mail.imap.IImapServer update(java.util.Observable, java.lang.Object) */

### Response:",NO. The update() method does not appear to be implemented.
8787,/* * org.tigris.gef.presentation.FigEdge setDestFigNode(org.tigris.gef.presentation.FigNode) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * org.tigris.gef.presentation.FigEdge setDestFigNode(org.tigris.gef.presentation.FigNode) */

### Response:",NO. The FigNode that the edge is attached to has already been * set by GEF.
8788,//{{{ noRecord() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ noRecord() method

### Response:",NO.
8789,/** * TODO: Document! What does this do? Interacts with event pump in some manner * * objects new objeccts */,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/** * TODO: Document! What does this do? Interacts with event pump in some manner * * objects new objeccts */

### Response:",YES.class
8790,// encountered a comment character at the beginning of // the line so just ignore the rest of the line,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// encountered a comment character at the beginning of // the line so just ignore the rest of the line

### Response:",NO. Comments are not part of the data to be processed.
8791,// only scan directories that can include matched files or // directories,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// only scan directories that can include matched files or // directories

### Response:",NO. The scanner only looks for files or directories.
8792,/* (non-Javadoc) * net.sourceforge.squirrel_sql.client.plugin.IPlugin initialize() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* (non-Javadoc) * net.sourceforge.squirrel_sql.client.plugin.IPlugin initialize() */

### Response:",NO.
8793,// verify the copied class,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// verify the copied class

### Response:",NO. The copied class will be created when the user runs the command.
8794,"// save various info about the column for use in user input validation // when editing table contents. // Note that the columnDisplaySize is included two times, where the // first // entry may be adjusted for actual display while the second entry is // the // size expected by the DB. // The isNullable() method returns three values that we convert into // two // by saying that if it is not known whether or not a column allows // nulls, // we will allow the user to enter nulls and any problems will be // caught // when they try to save the data to the DB",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// save various info about the column for use in user input validation // when editing table contents. // Note that the columnDisplaySize is included two times, where the // first // entry may be adjusted for actual display while the second entry is // the // size expected by the DB. // The isNullable() method returns three values that we convert into // two // by saying that if it is not known whether or not a column allows // nulls, // we will allow the user to enter nulls and any problems will be // caught // when they try to save the data to the DB

### Response:",NO. The first two entries are not adjusted for display.
8795,// special handling of operations while editing this data type,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// special handling of operations while editing this data type

### Response:",NO. Tests show that this is not called.
8796,// Process address lists,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Process address lists

### Response:",NO. From JavaMail API:
8797,/* unfocused border color */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* unfocused border color */

### Response:",NO.
8798,// Legacy word characters,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Legacy word characters

### Response:",NO. // Legacy word characters are not used in the URL.
8799,"// second, if the tag was a composite tag, // recursively parse its children.",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// second, if the tag was a composite tag, // recursively parse its children.

### Response:",NO. Composite tags are not parsed.
8800,//{{{ swapMarkerAndCaret() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ swapMarkerAndCaret() method

### Response:",NO.
8801,//$NON-NLS-1$//$NON-NLS-2$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//$NON-NLS-1$//$NON-NLS-2$

### Response:",NO. The test plan needs to have a listener that listens for the //$NON-NLS-1$ event and then updates the status.
8802,// ?? Should this be the default for ant?,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// ?? Should this be the default for ant?

### Response:",YES.
8803,"// do nothing, we should not delete the drive letter",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// do nothing, we should not delete the drive letter

### Response:",NO. The drive letter is not deleted from the name.
8804,/* * First we have the methods for in-cell and Text-table operations */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * First we have the methods for in-cell and Text-table operations */

### Response:",NO.
8805,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8806,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8807,// now draw the real shape,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// now draw the real shape

### Response:",NO.
8808,"// There is no good way using JDBC metadata to tell if the table is a // materialized view. So, we need to query the data dictionary to find // that out. Get all table names whose comment indicates that they are // a materialized view.",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// There is no good way using JDBC metadata to tell if the table is a // materialized view. So, we need to query the data dictionary to find // that out. Get all table names whose comment indicates that they are // a materialized view.

### Response:",NO. The metadata of the table is not sufficient to determine if it is a materialized view.
8809,"/* * javax.management.NotificationBroadcaster addNotificationListener(javax.management.NotificationListener, javax.management.NotificationFilter, java.lang.Object) */",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * javax.management.NotificationBroadcaster addNotificationListener(javax.management.NotificationListener, javax.management.NotificationFilter, java.lang.Object) */

### Response:",NO. NotificationListener is not in MBean API
8810,// Find the last controller in the target to store the // sampler there:,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Find the last controller in the target to store the // sampler there:

### Response:",NO. The last sampler in the target is used instead.
8811,// Layout,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Layout

### Response:",NO.class
8812,/* * java.awt.event.ActionListener actionPerformed(java.awt.event.ActionEvent) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * java.awt.event.ActionListener actionPerformed(java.awt.event.ActionEvent) */

### Response:",NO. ACTION_PERFORMED is not fired for a GUI event.
8813,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8814,// Object to_a is obsolete. We match Ruby's hack until to_a goes away. Then we can // remove this hack too.,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Object to_a is obsolete. We match Ruby's hack until to_a goes away. Then we can // remove this hack too.

### Response:","YES.equals(RubyObject.create(to_a, RubyClass.getSingletonClass(""Object"")));"
8815,// this is a HTML message,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// this is a HTML message

### Response:",NO. The message is already parsed
8816,// ignore,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// ignore

### Response:",NO.ignore
8817,// IDENTITY support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// IDENTITY support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

### Response:",NO. The identity-generation code has been moved to the IdentityGenerator class.
8818,// ignore,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// ignore

### Response:",NO.ignore
8819,// Shift_JIS,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Shift_JIS

### Response:","NO. Shift_JIS uses ISO-2022-CN, which is already handled."
8820,// getting the node,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// getting the node

### Response:",NO.
8821,/* * First we have the cell-related and Text-table operations. */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * First we have the cell-related and Text-table operations. */

### Response:",NO.
8822,/* * org.argouml.application.api.CommandLineInterface doCommand(java.lang.String) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * org.argouml.application.api.CommandLineInterface doCommand(java.lang.String) */

### Response:",NO.
8823,// Set up footer of table which displays numerics of the graphs,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Set up footer of table which displays numerics of the graphs

### Response:",NO. The footer is not displayed.
8824,// line 1620,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// line 1620

### Response:",NO.
8825,// view link list,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// view link list

### Response:",NO.
8826,"// i18n[DBUtil.error.missingtable=getForeignKeySQL: table // '{0}' has a column '{1}' that references table '{2}' // column '{3}'. However, that table is not being copied. // Skipping this foreign key.]",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// i18n[DBUtil.error.missingtable=getForeignKeySQL: table // '{0}' has a column '{1}' that references table '{2}' // column '{3}'. However, that table is not being copied. // Skipping this foreign key.]

### Response:",NO.
8827,// update the progress,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// update the progress

### Response:",NO. The progress is updated in the background by calling // updateProgress(int)
8828,// Error generated during parsing,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Error generated during parsing

### Response:",NO.
8829,//}}} //}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}} //}}}

### Response:",NO.
8830,// get the platform beans,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// get the platform beans

### Response:",NO. The platform beans are not added until later.
8831,// canRead only returns if the file exists so cannot be fully tested.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// canRead only returns if the file exists so cannot be fully tested.

### Response:",NO. Can we test this?
8832,//{{{ xToScreenLineOffset() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ xToScreenLineOffset() method

### Response:",NO.
8833,//set up the URL connection,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//set up the URL connection

### Response:",NO. A URLConnection is not enough. You need a HTTPConnection.
8834,/* * Text group to contain name & stereotype */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * Text group to contain name & stereotype */

### Response:",NO.
8835,// null parent dir,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// null parent dir

### Response:",NO.
8836,"/* Note: We will ll move this behavior out to a subclass of NameSpace, but we'll start here. */",YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* Note: We will ll move this behavior out to a subclass of NameSpace, but we'll start here. */

### Response:",YES.class
8837,// Point to return statement point if we had one. // (else it was implicit return? What's the case here?),NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Point to return statement point if we had one. // (else it was implicit return? What's the case here?)

### Response:",NO. Return statements should be explicit.
8838,/* * org.argouml.uml.util.namespace.Namespace isEmpty() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * org.argouml.uml.util.namespace.Namespace isEmpty() */

### Response:",NO.
8839,"/* \O, \OO, \OOO or backref */",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* \O, \OO, \OOO or backref */

### Response:",NO. Backreferences are not in the set of characters that are valid in a character class.
8840,// ALTER TABLE <tableName> MODIFY <columnName> MEDIUMINT NOT NULL AUTO_INCREMENT PRIMARY KEY,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// ALTER TABLE <tableName> MODIFY <columnName> MEDIUMINT NOT NULL AUTO_INCREMENT PRIMARY KEY

### Response:",NO. The ALTER TABLE syntax is NOT the same as the MODIFY SQL token.
8841,"// remove leading whitespace (includes _ for lax) // get sign, if any",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// remove leading whitespace (includes _ for lax) // get sign, if any

### Response:",NO.
8842,"// label for the date format combo, used to enable/disable text // i18n[dataTypeDate.orlocaleIndependent= or locale-dependent format:]",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// label for the date format combo, used to enable/disable text // i18n[dataTypeDate.orlocaleIndependent= or locale-dependent format:]

### Response:",NO.
8843,//$NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//$NON-NLS-1$

### Response:",NO. The property is not a collection...
8844,//$NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//$NON-NLS-1$

### Response:",NO. The property is not a collection...
8845,// $NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// $NON-NLS-1$

### Response:","NO. The property is not a string, so we cannot use this code"
8846,// delegate...,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// delegate...

### Response:",NO.delegate('remove').then(function () {
8847,// JPanel mainPanel = new JPanel(mainLayout); // mainPanel.setBorder(Borders.DIALOG_BORDER);,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// JPanel mainPanel = new JPanel(mainLayout); // mainPanel.setBorder(Borders.DIALOG_BORDER);

### Response:",NO.toString
8848,/* (non-Javadoc) * net.sourceforge.squirrel_sql.client.plugin.IPlugin getDescriptiveName() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* (non-Javadoc) * net.sourceforge.squirrel_sql.client.plugin.IPlugin getDescriptiveName() */

### Response:",NO.
8849,"// private static final String PCLI_LVF_ARGS = ""lvf -z -aw"";",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// private static final String PCLI_LVF_ARGS = ""lvf -z -aw"";

### Response:",NO.class
8850,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$

### Response:",NO. The test plans are stored in the testplan subfolder.
8851,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8852,/* (non-Javadoc) * org.eclipse.emf.ecore.xmi.XMLResource.XMLMap getFeatures(org.eclipse.emf.ecore.EClass) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* (non-Javadoc) * org.eclipse.emf.ecore.xmi.XMLResource.XMLMap getFeatures(org.eclipse.emf.ecore.EClass) */

### Response:",NO. EClass is not a feature.
8853,// Alphabetic order!,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Alphabetic order!

### Response:",NO. Alphabetic order!
8854,// create group with two contacts,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// create group with two contacts

### Response:",NO. Group objects cannot be added to a contact card.
8855,// SunSignalFacade,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// SunSignalFacade

### Response:",NO.sunSignalFacadeIsSerialized = false;
8856,// TODO: Check whether this is really needed. I think it's // left over from an incomplete understanding of the MagicDraw // composition error problem - tfm,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// TODO: Check whether this is really needed. I think it's // left over from an incomplete understanding of the MagicDraw // composition error problem - tfm

### Response:",YES.equals(MagicDrawError.class);
8857,/* (non-Javadoc) * junit.framework.TestCase setUp() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* (non-Javadoc) * junit.framework.TestCase setUp() */

### Response:",NO. TestCase setUp should not be overridden.
8858,//{{{ runInAWTThread() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ runInAWTThread() method

### Response:","NO. Threads in AWT run in the event dispatching thread, so this is OK"
8859,// get sender,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// get sender

### Response:",NO.sender is not in the model
8860,// Init,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Init

### Response:",NO.class
8861,// Stick with the default charset,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Stick with the default charset

### Response:",NO. Charset is specified in the request
8862,// Check that that there are no more than three digits // in this segment.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Check that that there are no more than three digits // in this segment.

### Response:",NO. Segments can have at most three digits.
8863,// Allow the mimetype of the file to control the content type,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Allow the mimetype of the file to control the content type

### Response:","NO. Mimetype is only used for content-type in the HTTP protocol, not the HTTP framework"
8864,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8865,/* * org.argouml.ui.explorer.rules.PerspectiveRule getDependencies(java.lang.Object) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * org.argouml.ui.explorer.rules.PerspectiveRule getDependencies(java.lang.Object) */

### Response:",NO. The getDependencies method is not yet implemented.
8866,// restore frames of last session,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// restore frames of last session

### Response:",NO. The frame manager has no knowledge of the last session.
8867,/* * org.argouml.uml.diagram.state.ui.FigState getInitialWidth() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * org.argouml.uml.diagram.state.ui.FigState getInitialWidth() */

### Response:",NO.
8868,/* * javax.swing.event.DocumentListener removeUpdate(javax.swing.event.DocumentEvent) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * javax.swing.event.DocumentListener removeUpdate(javax.swing.event.DocumentEvent) */

### Response:",NO.
8869,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
8870,//////////////////////////////////////////////////////////////////// // These classes have no package see swingsetthemes.jar,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//////////////////////////////////////////////////////////////////// // These classes have no package see swingsetthemes.jar

### Response:",NO.
8871,// JASON: Removed as part of patch // void addSessionListener(ISessionListener lis);,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// JASON: Removed as part of patch // void addSessionListener(ISessionListener lis);

### Response:",NO. A session listener is not the correct listener for an object tree.
8872,//String filename = filenameField.getText();,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//String filename = filenameField.getText();

### Response:",NO.toString
8873,/* * org.argouml.uml.cognitive.critics.CrUML getCriticizedDesignMaterials() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * org.argouml.uml.cognitive.critics.CrUML getCriticizedDesignMaterials() */

### Response:",NO.
8874,// get current message list selection,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// get current message list selection

### Response:",NO.class
8875,"// Currently, we deal with only two path formats: Unix and Windows // And Unix is everything that is not Windows",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Currently, we deal with only two path formats: Unix and Windows // And Unix is everything that is not Windows

### Response:","NO. Windows paths can contain backslashes, but Unix paths do not."
8876,// dup it since we need to return appropriately if it's false,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// dup it since we need to return appropriately if it's false

### Response:",NO. The dup is for the caller to avoid a null reference exception.
8877,// TODO: Add filename ?,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// TODO: Add filename ?

### Response:",YES.equals(filename)
